Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,379.45001220703125,374.5249938964844,377.3999938964844,375.82501220703125,1963682.0,302.4510192871094
2010-01-05,379.7749938964844,373.2749938964844,377.5,375.92498779296875,2014488.0,302.5315246582031
2010-01-06,376.1000061035156,366.5,375.92498779296875,367.42498779296875,3349176.0,295.69097900390625
2010-01-07,369.70001220703125,355.5,367.75,357.20001220703125,6474892.0,287.4623107910156
2010-01-08,359.25,348.25,358.0,349.8999938964844,6048178.0,281.58746337890625
2010-01-11,360.04998779296875,350.20001220703125,352.0,357.1000061035156,4318408.0,287.38177490234375
2010-01-12,377.0,363.5,366.0,375.0249938964844,9027690.0,301.8072204589844
2010-01-13,398.20001220703125,372.32501220703125,372.5,394.2749938964844,10910272.0,317.2989501953125
2010-01-14,399.2250061035156,384.67498779296875,399.2250061035156,389.92498779296875,10327614.0,313.79827880859375
2010-01-15,399.79998779296875,386.125,398.0,395.70001220703125,7945008.0,318.4457092285156
2010-01-18,414.5,396.5,400.0,401.1000061035156,7261084.0,322.79150390625
2010-01-19,401.1000061035156,389.32501220703125,401.1000061035156,390.3500061035156,5154850.0,314.14019775390625
2010-01-20,396.1000061035156,385.45001220703125,396.1000061035156,389.70001220703125,4347054.0,313.6171569824219
2010-01-21,395.9750061035156,383.95001220703125,386.125,385.32501220703125,5089504.0,310.09619140625
2010-01-22,382.5,372.3500061035156,380.5,378.92498779296875,7574990.0,304.94573974609375
2010-01-25,382.75,370.57501220703125,378.75,378.1000061035156,3008286.0,304.2817077636719
2010-01-27,379.8500061035156,370.07501220703125,375.0,371.6499938964844,4844398.0,299.8842468261719
2010-01-28,378.9750061035156,363.8500061035156,374.75,370.875,6537196.0,299.25885009765625
2010-01-29,369.8999938964844,356.07501220703125,367.0,368.1000061035156,5473326.0,297.0198059082031
2010-02-01,381.3999938964844,360.0,367.17498779296875,373.07501220703125,3378012.0,301.0340270996094
2010-02-02,381.32501220703125,367.5,377.5,369.20001220703125,4739188.0,297.9073486328125
2010-02-03,378.45001220703125,367.75,372.0,376.4750061035156,2977676.0,303.77740478515625
2010-02-04,376.95001220703125,366.25,376.4750061035156,369.3500061035156,2716612.0,298.02838134765625
2010-02-05,367.5,358.29998779296875,367.5,361.75,4607118.0,291.89593505859375
2010-02-08,367.375,354.07501220703125,364.5,362.07501220703125,4170344.0,292.1582946777344
2010-02-09,370.9750061035156,360.5249938964844,362.5,367.57501220703125,3005894.0,296.59613037109375
2010-02-10,371.8500061035156,364.04998779296875,369.95001220703125,366.1499938964844,2337374.0,295.4461669921875
2010-02-11,373.9750061035156,367.5,368.9750061035156,371.3500061035156,2413156.0,299.64215087890625
2010-02-15,375.0,369.2749938964844,375.0,373.07501220703125,1956482.0,301.0340270996094
2010-02-16,382.4750061035156,371.1000061035156,373.625,379.07501220703125,1660490.0,305.87554931640625
2010-02-17,383.9750061035156,376.2749938964844,382.45001220703125,379.32501220703125,2528290.0,306.07708740234375
2010-02-18,383.4750061035156,377.75,380.0,379.3999938964844,1814806.0,306.13763427734375
2010-02-19,379.75,372.8999938964844,377.45001220703125,375.2749938964844,2215880.0,302.8092041015625
2010-02-22,381.8500061035156,376.8999938964844,378.5,378.625,2143460.0,305.5124206542969
2010-02-23,382.5,375.625,379.5,381.04998779296875,1853052.0,307.4691162109375
2010-02-24,385.3500061035156,376.04998779296875,378.0,382.67498779296875,4076058.0,308.7803649902344
2010-02-25,384.8999938964844,380.625,384.8999938964844,383.125,2672984.0,309.1434020996094
2010-02-26,389.2749938964844,373.07501220703125,383.54998779296875,380.8999938964844,3015934.0,307.3480224609375
2010-03-02,384.5,377.5,381.0,381.6000061035156,4053352.0,307.9129333496094
2010-03-03,387.0,382.07501220703125,384.5,384.375,2754742.0,310.1520080566406
2010-03-04,385.0,378.5,384.0,381.95001220703125,2053606.0,308.19537353515625
2010-03-05,383.4750061035156,380.07501220703125,382.5,381.29998779296875,1287312.0,307.6708068847656
2010-03-08,385.0,380.1499938964844,383.79998779296875,381.3500061035156,3015740.0,307.7110900878906
2010-03-09,389.25,381.5,381.5,384.3500061035156,3457732.0,310.1319274902344
2010-03-10,392.2250061035156,380.0,381.8500061035156,390.0249938964844,4587874.0,314.7109375
2010-03-11,397.45001220703125,385.9750061035156,390.0249938964844,395.79998779296875,3214030.0,319.37091064453125
2010-03-12,400.0,396.0,400.0,398.4750061035156,2510976.0,321.5292053222656
2010-03-15,410.0,395.57501220703125,398.4750061035156,409.0,6054434.0,330.02197265625
2010-03-16,415.9750061035156,407.8999938964844,410.75,414.5,3088856.0,334.4598083496094
2010-03-17,422.95001220703125,415.0,417.0,420.3500061035156,4174794.0,339.1802673339844
2010-03-18,422.5,410.25,422.5,412.92498779296875,3724554.0,333.18902587890625
2010-03-19,417.2250061035156,402.625,402.625,410.45001220703125,4716624.0,331.19195556640625
2010-03-22,416.8999938964844,403.07501220703125,407.45001220703125,413.79998779296875,3310110.0,333.8949890136719
2010-03-23,416.5,411.04998779296875,415.0,414.32501220703125,1694964.0,334.3187561035156
2010-03-25,418.3999938964844,409.0,412.04998779296875,414.8999938964844,5517582.0,334.7825927734375
2010-03-26,418.0,411.1499938964844,415.0,412.5249938964844,1997806.0,332.8660888671875
2010-03-29,414.6499938964844,404.2749938964844,412.0,405.9750061035156,3443266.0,327.5811462402344
2010-03-30,408.04998779296875,398.57501220703125,404.29998779296875,400.0,3097160.0,322.7598571777344
2010-03-31,403.625,388.6499938964844,400.0,390.32501220703125,7083046.0,314.9531555175781
2010-04-01,404.8999938964844,391.04998779296875,393.17498779296875,403.8999938964844,5781432.0,325.9067077636719
2010-04-05,408.5,399.625,408.5,401.67498779296875,3001836.0,324.1114501953125
2010-04-06,404.45001220703125,396.07501220703125,404.45001220703125,398.0249938964844,3702366.0,321.166259765625
2010-04-07,404.5,390.57501220703125,395.0,399.0249938964844,3024558.0,321.9730529785156
2010-04-08,403.75,395.0,398.0,399.7250061035156,4494438.0,322.5379943847656
2010-04-09,403.95001220703125,394.125,401.0,395.79998779296875,3018012.0,319.37091064453125
2010-04-12,400.0,395.04998779296875,395.5,399.04998779296875,2869882.0,321.9932861328125
2010-04-13,411.8999938964844,393.625,400.0,410.42498779296875,8404916.0,331.17169189453125
2010-04-15,417.45001220703125,409.5249938964844,411.0,410.8500061035156,4290952.0,331.51470947265625
2010-04-16,414.0,405.92498779296875,409.5,407.54998779296875,3810958.0,328.85198974609375
2010-04-19,412.5,400.375,405.0,405.9750061035156,6947704.0,327.5811462402344
2010-04-20,416.32501220703125,393.5,412.5,394.75,12016986.0,318.523681640625
2010-04-21,399.5,390.125,397.5,392.5,7107490.0,316.7080993652344
2010-04-22,396.82501220703125,390.5,394.54998779296875,392.9750061035156,4751116.0,317.09130859375
2010-04-23,396.0,388.75,394.0249938964844,390.1000061035156,4306068.0,314.7715759277344
2010-04-26,395.5,390.1000061035156,393.0,392.54998779296875,2512548.0,316.74835205078125
2010-04-27,394.95001220703125,390.5249938964844,392.9750061035156,393.6499938964844,2621234.0,317.635986328125
2010-04-28,391.9750061035156,382.5,390.0,385.1499938964844,2400382.0,310.77740478515625
2010-04-29,387.625,377.79998779296875,387.54998779296875,379.875,4622964.0,306.52099609375
2010-04-30,386.3999938964844,381.2749938964844,382.5,382.70001220703125,3690224.0,308.8004455566406
2010-05-03,385.70001220703125,377.04998779296875,380.625,383.3999938964844,2416560.0,309.3653259277344
2010-05-04,387.42498779296875,378.3999938964844,387.42498779296875,380.5,2896028.0,307.0252990722656
2010-05-05,384.0,370.07501220703125,375.0,382.875,4371230.0,308.9416809082031
2010-05-06,385.45001220703125,379.6000061035156,383.9750061035156,383.54998779296875,2580872.0,309.486328125
2010-05-07,381.29998779296875,367.5,378.5,370.70001220703125,4267152.0,299.1177673339844
2010-05-10,421.5,372.5,380.0,385.125,2327814.0,310.7571105957031
2010-05-11,389.5,376.95001220703125,387.5,378.1499938964844,1351288.0,305.12908935546875
2010-05-12,383.9750061035156,375.54998779296875,378.5,379.7250061035156,2740076.0,306.3999328613281
2010-05-13,386.6000061035156,380.7250061035156,382.54998779296875,382.79998779296875,1321452.0,308.8811340332031
2010-05-14,388.5,377.5,383.0,381.92498779296875,2026996.0,308.1751708984375
2010-05-17,387.4750061035156,367.04998779296875,387.4750061035156,372.875,3722050.0,300.8726501464844
2010-05-18,373.0,363.1499938964844,373.0,367.54998779296875,3199180.0,296.575927734375
2010-05-19,366.5,358.1499938964844,365.0,360.75,3929266.0,291.08905029296875
2010-05-20,366.1499938964844,358.07501220703125,364.5,365.0,2398092.0,294.5183410644531
2010-05-21,362.95001220703125,342.625,355.0,359.3500061035156,2675092.0,289.9593811035156
2010-05-24,365.0,356.3500061035156,362.5,358.79998779296875,2885428.0,289.5156555175781
2010-05-25,357.0,345.7749938964844,354.0,349.7749938964844,2297366.0,282.2332458496094
2010-05-26,372.3999938964844,352.04998779296875,354.0,369.0,3689464.0,297.7459411621094
2010-05-27,374.9750061035156,363.6000061035156,367.5,370.92498779296875,6883872.0,299.2992248535156
2010-05-28,376.75,367.75,374.8999938964844,375.3999938964844,2479374.0,302.9101257324219
2010-05-31,376.45001220703125,369.0,374.25,371.5249938964844,3327660.0,299.7833251953125
2010-06-01,375.9750061035156,367.3500061035156,371.5249938964844,369.6000061035156,3136912.0,298.2300109863281
2010-06-02,379.75,368.1499938964844,368.8999938964844,377.125,2769330.0,304.3019714355469
2010-06-03,384.5,372.54998779296875,380.0,382.7250061035156,1684434.0,308.82061767578125
2010-06-04,384.8500061035156,377.6000061035156,382.7250061035156,382.67498779296875,1368210.0,308.7803649902344
2010-06-07,378.8999938964844,368.0,374.95001220703125,376.625,1734922.0,303.89849853515625
2010-06-08,381.0,373.5,377.0,375.1000061035156,2242222.0,302.66802978515625
2010-06-09,379.2749938964844,365.5,376.0,366.5249938964844,4867400.0,295.7488708496094
2010-06-10,376.5,365.0,365.0,375.25,1796036.0,302.78900146484375
2010-06-11,381.6499938964844,375.5,380.8999938964844,379.54998779296875,3237024.0,306.25872802734375
2010-06-14,393.54998779296875,379.0,381.67498779296875,390.5,3550492.0,315.09423828125
2010-06-15,388.8500061035156,378.32501220703125,378.32501220703125,383.04998779296875,2642976.0,313.09173583984375
2010-06-16,389.9750061035156,383.6499938964844,388.54998779296875,387.3999938964844,2328816.0,316.6472473144531
2010-06-17,392.3999938964844,381.8500061035156,388.5,387.6499938964844,1528920.0,316.8515930175781
2010-06-18,394.45001220703125,386.125,387.6499938964844,391.6000061035156,2225672.0,320.0802001953125
2010-06-21,397.0,392.29998779296875,396.45001220703125,393.8500061035156,1907428.0,321.9194641113281
2010-06-22,393.25,386.6499938964844,392.5,389.32501220703125,1468324.0,318.2207336425781
2010-06-23,394.4750061035156,384.92498779296875,385.0,393.1499938964844,2959524.0,321.34716796875
2010-06-24,394.25,383.8500061035156,393.1499938964844,386.7250061035156,3777510.0,316.0956115722656
2010-06-25,387.8999938964844,378.04998779296875,387.8999938964844,379.25,2037322.0,309.98577880859375
2010-06-28,383.57501220703125,378.79998779296875,379.2250061035156,382.375,1153124.0,312.5400390625
2010-06-29,382.5,374.5,382.5,376.8999938964844,2614662.0,308.0649719238281
2010-06-30,379.95001220703125,370.625,377.5,375.5,3316516.0,306.9206848144531
2010-07-01,375.0,362.875,375.0,366.0,3407744.0,299.15557861328125
2010-07-02,373.0,365.42498779296875,367.3999938964844,371.8999938964844,2943550.0,303.9780578613281
2010-07-05,374.45001220703125,368.54998779296875,374.3999938964844,369.5,2165596.0,302.0164794921875
2010-07-06,380.95001220703125,367.92498779296875,368.25,379.57501220703125,2760904.0,310.2513122558594
2010-07-07,383.70001220703125,374.4750061035156,380.70001220703125,382.29998779296875,2152934.0,312.47869873046875
2010-07-08,389.5,384.82501220703125,386.0,388.3999938964844,2187564.0,317.4647216796875
2010-07-09,392.0,385.375,390.0,387.2250061035156,1836666.0,316.50433349609375
2010-07-12,397.0,389.8999938964844,389.8999938964844,395.8500061035156,2725776.0,323.5540771484375
2010-07-13,396.0,384.7749938964844,396.0,387.32501220703125,5545886.0,316.5859375
2010-07-14,392.3500061035156,385.125,389.0,387.32501220703125,2833842.0,316.5859375
2010-07-15,392.45001220703125,382.625,385.5,391.04998779296875,3795536.0,319.63067626953125
2010-07-16,419.25,397.5,397.5,416.82501220703125,19135452.0,340.6983642578125
2010-07-19,417.3500061035156,411.625,415.7250061035156,413.3500061035156,3027924.0,337.85791015625
2010-07-20,417.2749938964844,412.5,413.3500061035156,413.625,2342062.0,338.0826721191406
2010-07-21,422.3999938964844,414.79998779296875,416.0,421.5,2943720.0,344.51947021484375
2010-07-22,423.0,416.25,421.5,421.8500061035156,1362882.0,344.80560302734375
2010-07-23,425.0,417.54998779296875,425.0,419.6499938964844,1894472.0,343.0072937011719
2010-07-26,425.79998779296875,420.20001220703125,421.20001220703125,424.625,2766490.0,347.07366943359375
2010-07-27,429.8999938964844,423.1000061035156,427.5,424.57501220703125,2106602.0,347.03289794921875
2010-07-28,428.9750061035156,423.5,425.5,427.2250061035156,4359228.0,349.1988830566406
2010-07-29,427.5,424.5,427.5,425.0,5331904.0,348.1952209472656
2010-07-30,425.0,417.5,424.5,419.8999938964844,1283426.0,344.0169372558594
2010-08-02,424.2250061035156,418.5,421.5,419.1499938964844,2827762.0,343.4024658203125
2010-08-03,422.25,414.2749938964844,420.5,416.0249938964844,1281552.0,340.84222412109375
2010-08-04,436.0,417.92498779296875,418.0,434.3999938964844,5583934.0,355.8964538574219
2010-08-05,441.20001220703125,432.82501220703125,436.0,438.92498779296875,2912950.0,359.6038513183594
2010-08-06,441.75,430.32501220703125,440.0,432.3500061035156,2437734.0,354.2169494628906
2010-08-09,441.8500061035156,423.04998779296875,430.57501220703125,439.92498779296875,4259986.0,360.4229736328125
2010-08-10,442.5,430.70001220703125,442.5,432.25,1545194.0,354.1349792480469
2010-08-11,436.5,427.3999938964844,431.0,429.07501220703125,4020248.0,351.5338134765625
2010-08-12,428.45001220703125,423.1000061035156,428.45001220703125,426.7250061035156,2278092.0,349.608642578125
2010-08-13,431.45001220703125,419.0,428.5,427.20001220703125,2589906.0,349.9976806640625
2010-08-16,431.2749938964844,424.3999938964844,428.5,427.04998779296875,1319098.0,349.8747253417969
2010-08-17,430.5,422.0,425.04998779296875,425.1000061035156,1733196.0,348.27716064453125
2010-08-18,437.8999938964844,425.0,426.5,435.54998779296875,2888916.0,356.8386535644531
2010-08-19,440.45001220703125,433.6499938964844,437.0,436.0249938964844,2148534.0,357.2278137207031
