Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,116.66666412353516,119.73332977294922,115.69999694824219,116.23332977294922,100.62413787841797,2254702
2010-01-05,120.0,122.96666717529297,116.69999694824219,121.93333435058594,105.55867767333984,2834944
2010-01-06,122.33333587646484,122.5999984741211,118.06666564941406,119.76666259765625,103.68296813964844,1808083
2010-01-07,120.4000015258789,121.56666564941406,118.0,118.63333129882812,102.70182800292969,795439
2010-01-08,118.66666412353516,119.69999694824219,116.19999694824219,117.9000015258789,102.0669937133789,1325607
2010-01-11,117.93333435058594,120.46666717529297,116.69999694824219,117.03333282470703,101.31671142578125,1353213
2010-01-12,117.03333282470703,118.30000305175781,112.06666564941406,112.5999984741211,97.47874450683594,892738
2010-01-13,112.66666412353516,115.66666412353516,111.06666564941406,114.66666412353516,99.26786804199219,669516
2010-01-14,115.5999984741211,118.53333282470703,112.0999984741211,112.73332977294922,97.59416198730469,961294
2010-01-15,115.23332977294922,115.23332977294922,110.69999694824219,111.16666412353516,96.23788452148438,927808
2010-01-18,112.06666564941406,114.83333587646484,111.33333587646484,113.30000305175781,98.0847396850586,1714378
2010-01-19,114.4000015258789,114.4000015258789,111.33333587646484,111.5999984741211,96.613037109375,516949
2010-01-20,112.0,112.5,109.33333587646484,109.96666717529297,95.19903564453125,1898559
2010-01-21,110.0,111.13333129882812,107.5999984741211,108.9000015258789,94.27561950683594,1052815
2010-01-22,106.66666412353516,108.0,103.43333435058594,106.69999694824219,92.37104797363281,1208554
2010-01-25,107.19999694824219,108.0,105.46666717529297,106.73332977294922,92.39991760253906,353221
2010-01-27,107.19999694824219,107.19999694824219,103.06666564941406,103.5999984741211,89.6873779296875,813660
2010-01-28,105.96666717529297,107.0,104.5999984741211,105.13333129882812,91.01477813720703,1197127
2010-01-29,104.0,105.03333282470703,102.33333587646484,103.5999984741211,89.6873779296875,1090249
2010-02-01,105.26666259765625,105.36666870117188,102.33333587646484,103.0,89.16793823242188,990853
2010-02-02,104.53333282470703,104.76666259765625,99.69999694824219,101.13333129882812,87.55194091796875,837351
2010-02-03,101.4000015258789,105.76666259765625,100.53333282470703,104.9000015258789,90.81279754638672,1591876
2010-02-04,104.66666412353516,107.23332977294922,103.80000305175781,104.43333435058594,90.40877532958984,2186901
2010-02-05,102.66666412353516,105.86666870117188,100.36666870117188,102.9000015258789,89.08135986328125,1329259
2010-02-08,104.66666412353516,104.66666412353516,101.46666717529297,101.9000015258789,88.21566009521484,463609
