Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,328.75,324.4125061035156,326.25,326.57501220703125,4069264.0,257.1407470703125
2010-01-05,328.8374938964844,325.01251220703125,327.5,327.66876220703125,6895528.0,258.0019836425781
2010-01-06,335.375,321.88751220703125,335.375,322.88751220703125,6817288.0,254.23721313476562
2010-01-07,323.32501220703125,314.7749938964844,323.32501220703125,315.6312561035156,10892600.0,248.52377319335938
2010-01-08,315.4125061035156,307.25,314.875,308.0249938964844,12649312.0,242.53466796875
2010-01-11,313.0874938964844,309.25,309.38751220703125,311.20623779296875,7849656.0,245.03948974609375
2010-01-12,324.25,312.5,312.5,323.3687438964844,24859680.0,254.6161651611328
2010-01-13,336.875,309.60626220703125,309.60626220703125,335.4375,19704040.0,264.11895751953125
2010-01-14,337.86248779296875,331.2749938964844,334.875,336.21875,8413904.0,264.73406982421875
2010-01-15,336.5625,331.76873779296875,336.21875,334.4750061035156,5049504.0,263.361083984375
2010-01-18,336.25,332.0,332.875,335.83123779296875,6140088.0,264.428955078125
2010-01-19,336.0,328.51251220703125,335.0,329.48748779296875,5837512.0,259.4339294433594
2010-01-20,334.1499938964844,329.75,331.08123779296875,332.2124938964844,6091992.0,261.57958984375
2010-01-21,333.0874938964844,325.0,330.375,328.1499938964844,6682792.0,258.380859375
2010-01-22,326.25,319.0,325.0,321.95001220703125,13486496.0,253.49903869628906
2010-01-25,321.2437438964844,314.75,318.75,317.7875061035156,6498712.0,250.22158813476562
2010-01-27,316.73126220703125,310.64373779296875,316.5,312.78125,9840856.0,246.27969360351562
2010-01-28,319.36248779296875,309.9375,314.125,311.46875,12732872.0,245.2462158203125
2010-01-29,312.5,300.6000061035156,306.54998779296875,309.4375,15012280.0,243.6468963623047
2010-02-01,316.25,298.76251220703125,305.875,306.40625,12308784.0,241.26014709472656
2010-02-02,312.625,302.70623779296875,312.625,304.9937438964844,9889384.0,240.14785766601562
2010-02-03,312.5,306.25,306.25,309.1499938964844,6405608.0,243.4204864501953
2010-02-04,308.75,301.5625,308.125,303.6312561035156,6176408.0,239.0751190185547
2010-02-05,299.8062438964844,291.125,298.79998779296875,294.0874938964844,13544872.0,231.5604705810547
2010-02-08,305.25,293.0625,296.86248779296875,300.45001220703125,9252480.0,236.57025146484375
2010-02-09,310.25,299.28125,300.5,309.2250061035156,10387392.0,243.47959899902344
2010-02-10,312.0249938964844,306.0,311.375,308.3687438964844,7187984.0,242.80531311035156
2010-02-11,314.76873779296875,308.75,309.125,312.3062438964844,6453888.0,245.90567016601562
2010-02-15,317.79998779296875,309.35626220703125,313.375,312.33123779296875,8950128.0,245.92538452148438
